gene	role	n_measurements	wu2025_dp_overlap
LMAN2	sensitizer	1	NO
LMBRD1	sensitizer	1	NO
LMBRD2	sensitizer	1	NO
LMNA	sensitizer	1	NO
LMO7	sensitizer	1	NO
LMX1B	sensitizer	1	NO
LNPEP	sensitizer	1	NO
LOC100131094	sensitizer	1	NO
LOC100131303	sensitizer	1	NO
LOC102288414	sensitizer	1	NO
LOC102723996	sensitizer	1	NO
LOC102724828	sensitizer	1	NO
LOC440243	sensitizer	1	NO
LONRF1	sensitizer	1	NO
LRR1	sensitizer	1	NO
LRRC59	sensitizer	1	NO
LRRC69	sensitizer	1	NO
LRRFIP2	sensitizer	1	NO
LRRN3	sensitizer	1	NO
LRRTM4	sensitizer	1	NO
LSG1	sensitizer	1	NO
LSM11	sensitizer	1	NO
LSM8	sensitizer	1	NO
LSMEM1	sensitizer	1	NO
LSP1	sensitizer	1	NO
LYG2	sensitizer	1	NO
LYVE1	sensitizer	1	NO
LZTR1	sensitizer	1	NO
MACROD1	sensitizer	1	NO
MACROD2	sensitizer	1	NO
MAD2L2	sensitizer	1	NO
MAGEA4	sensitizer	1	NO
MAGEB17	sensitizer	1	NO
MALSU1	sensitizer	1	NO
MALT1	sensitizer	1	NO
MAN1A2	sensitizer	1	NO
MAN2A1	sensitizer	1	NO
MAN2B2	sensitizer	1	NO
MANEA	sensitizer	1	NO
MAP2K4	sensitizer	1	NO
MAP3K14	sensitizer	1	NO
MAP3K2	sensitizer	1	NO
MAP3K3	sensitizer	1	NO
MAP3K7CL	sensitizer	1	NO
MAP4K4	sensitizer	1	NO
MAPK11	sensitizer	1	NO
MAPK8IP1	sensitizer	1	NO
MAPRE2	sensitizer	1	NO
MARCHF4	sensitizer	1	NO
MARK3	sensitizer	1	NO
MBD3L2	sensitizer	1	NO
MBD3L3	sensitizer	1	NO
MBLAC1	sensitizer	1	NO
MBTD1	sensitizer	1	NO
MBTPS1	sensitizer	1	NO
MCM3	sensitizer	1	NO
MCRS1	sensitizer	1	NO
MCU	sensitizer	1	NO
MDK	sensitizer	1	NO
ME1	sensitizer	1	NO
ME2	sensitizer	1	NO
MED1	sensitizer	1	NO
MED10	sensitizer	1	NO
MED21	sensitizer	1	NO
MED31	sensitizer	1	NO
MED8	sensitizer	1	NO
MEF2C	sensitizer	1	NO
MEGF6	sensitizer	1	NO
MEIS2	sensitizer	1	NO
MEMO1	sensitizer	1	NO
METAP2	sensitizer	1	NO
METTL1	sensitizer	1	NO
METTL16	sensitizer	1	NO
METTL23	sensitizer	1	NO
MFSD6	sensitizer	1	NO
MGAT2	sensitizer	1	NO
MGAT5B	sensitizer	1	NO
MGEA5	sensitizer	1	NO
MGRN1	sensitizer	1	NO
MIIP	sensitizer	1	NO
MINPP1	sensitizer	1	NO
MIS18A	sensitizer	1	NO
MIS18BP1	sensitizer	1	NO
MKI67	sensitizer	1	NO
MKL1	sensitizer	1	NO
MKNK2	sensitizer	1	NO
MLNR	sensitizer	1	NO
MMGT1	sensitizer	1	NO
MMS19	sensitizer	1	NO
MNAT1	sensitizer	1	NO
MNDA	sensitizer	1	NO
MNT	sensitizer	1	NO
MOCS1	sensitizer	1	NO
MORC4	sensitizer	1	NO
MORF4L1	sensitizer	1	NO
MPC1	sensitizer	1	NO
MPC1L	sensitizer	1	NO
MPHOSPH6	sensitizer	1	NO
MPI	sensitizer	1	NO
MPP2	sensitizer	1	NO
MPRIP	sensitizer	1	NO
MPZL2	sensitizer	1	NO
MRGBP	sensitizer	1	NO
MRPL10	sensitizer	1	NO
MRPL11	sensitizer	1	NO
MRPL12	sensitizer	1	NO
MRPL13	sensitizer	1	NO
MRPL14	sensitizer	1	NO
MRPL15	sensitizer	1	NO
MRPL17	sensitizer	1	NO
MRPL21	sensitizer	1	NO
MRPL22	sensitizer	1	NO
MRPL23	sensitizer	1	NO
MRPL24	sensitizer	1	NO
MRPL30	sensitizer	1	NO
MRPL32	sensitizer	1	NO
MRPL33	sensitizer	1	NO
MRPL34	sensitizer	1	NO
MRPL38	sensitizer	1	NO
MRPL4	sensitizer	1	NO
MRPL41	sensitizer	1	NO
MRPL43	sensitizer	1	NO
MRPL45	sensitizer	1	NO
MRPL50	sensitizer	1	NO
MRPL51	sensitizer	1	NO
MRPL53	sensitizer	1	NO
MRPL55	sensitizer	1	NO
MRPL57	sensitizer	1	NO
MRPS10	sensitizer	1	NO
MRPS15	sensitizer	1	NO
MRPS16	sensitizer	1	NO
MRPS22	sensitizer	1	NO
MRPS25	sensitizer	1	NO
MRPS27	sensitizer	1	NO
MRPS28	sensitizer	1	NO
MRPS30	sensitizer	1	NO
MRPS5	sensitizer	1	NO
MRPS7	sensitizer	1	NO
MSL2	sensitizer	1	NO
MSS51	sensitizer	1	NO
MTCH1	sensitizer	1	NO
MTCH2	sensitizer	1	NO
MTF1	sensitizer	1	NO
MTG2	sensitizer	1	NO
MTHFD1	sensitizer	1	NO
MTIF2	sensitizer	1	NO
MTO1	sensitizer	1	NO
MTPAP	sensitizer	1	NO
MTR	sensitizer	1	NO
MTRF1L	sensitizer	1	NO
MUL1	sensitizer	1	NO
MVK	sensitizer	1	NO
MXI1	sensitizer	1	NO
MYB	sensitizer	1	NO
MYBL2	sensitizer	1	NO
MYC	sensitizer	1	NO
MYL6B	sensitizer	1	NO
MYL9	sensitizer	1	NO
MYLIP	sensitizer	1	NO
MYSM1	sensitizer	1	NO
MZB1	sensitizer	1	NO
MZF1	sensitizer	1	NO
NAA35	sensitizer	1	NO
NAA38	sensitizer	1	NO
NAA60	sensitizer	1	NO
NACC2	sensitizer	1	NO
NAGA	sensitizer	1	NO
NAPA	sensitizer	1	NO
NASP	sensitizer	1	NO
NAT10	sensitizer	1	NO
NAT8L	sensitizer	1	NO
NAV2	sensitizer	1	NO
NBL1	sensitizer	1	NO
NBN	sensitizer	1	NO
NBPF15	sensitizer	1	NO
NBR1	sensitizer	1	NO
NCAPD2	sensitizer	1	NO
NCAPD3	sensitizer	1	NO
NCAPG	sensitizer	1	NO
NCKAP1	sensitizer	1	NO
NCOA2	sensitizer	1	NO
NCOA3	sensitizer	1	NO
NCOA6	sensitizer	1	NO
NCOA7	sensitizer	1	NO
NDC1	sensitizer	1	NO
NDUFA1	sensitizer	1	NO
NDUFA10	sensitizer	1	NO
NDUFA2	sensitizer	1	NO
NDUFA5	sensitizer	1	NO
NDUFA6	sensitizer	1	NO
NDUFA8	sensitizer	1	NO
NDUFAB1	sensitizer	1	NO
NDUFAF2	sensitizer	1	NO
NDUFAF3	sensitizer	1	NO
NDUFAF4	sensitizer	1	NO
NDUFAF6	sensitizer	1	NO
NDUFB11	sensitizer	1	NO
NDUFB3	sensitizer	1	NO
NDUFB5	sensitizer	1	NO
NDUFB7	sensitizer	1	NO
NDUFC1	sensitizer	1	NO
NDUFC2	sensitizer	1	NO
NDUFV2	sensitizer	1	NO
NEDD4L	sensitizer	1	NO
NEIL3	sensitizer	1	NO
NELFA	sensitizer	1	NO
NELFB	sensitizer	1	NO
NEURL3	sensitizer	1	NO
NEXN	sensitizer	1	NO
NFATC1	sensitizer	1	NO
NFE2L1	sensitizer	1	NO
NFE2L2	sensitizer	1	NO
NFIA	sensitizer	1	NO
NFIC	sensitizer	1	NO
NFIL3	sensitizer	1	NO
NFIX	sensitizer	1	NO
NFKB2	sensitizer	1	NO
NFKBIA	sensitizer	1	NO
NFKBIB	sensitizer	1	NO
NFS1	sensitizer	1	NO
NFYB	sensitizer	1	NO
NFYC	sensitizer	1	NO
NGRN	sensitizer	1	NO
NIFK	sensitizer	1	NO
NIPAL3	sensitizer	1	NO
NIPAL4	sensitizer	1	NO
NIPBL	sensitizer	1	NO
NLN	sensitizer	1	NO
NLRC5	sensitizer	1	NO
NME1	sensitizer	1	NO
NME2	sensitizer	1	NO
NMI	sensitizer	1	NO
NMT2	sensitizer	1	NO
NOL3	sensitizer	1	NO
NOL9	sensitizer	1	NO
NOM1	sensitizer	1	NO
NOMO1	sensitizer	1	NO
NOMO2	sensitizer	1	NO
NOMO3	sensitizer	1	NO
NONO	sensitizer	1	NO
NOSIP	sensitizer	1	NO
NPAT	sensitizer	1	NO
NPEPPS	sensitizer	1	NO
NPR3	sensitizer	1	NO
NSDHL	sensitizer	1	NO
NSG1	sensitizer	1	NO
NSL1	sensitizer	1	NO
NTRK1	sensitizer	1	NO
NUDT1	sensitizer	1	NO
NUDT11	sensitizer	1	NO
NUDT14	sensitizer	1	NO
NUDT18	sensitizer	1	NO
NUDT2	sensitizer	1	NO
NUP50	sensitizer	1	NO
NUP85	sensitizer	1	NO
NUP88	sensitizer	1	NO
NUP93	sensitizer	1	NO
NUPL2	sensitizer	1	NO
NXT2	sensitizer	1	NO
OAS2	sensitizer	1	NO
OASL	sensitizer	1	NO
ODF3	sensitizer	1	NO
ODF3L2	sensitizer	1	NO
OGFR	sensitizer	1	NO
OGG1	sensitizer	1	NO
OLAH	sensitizer	1	NO
OLFM1	sensitizer	1	NO
OLFM2	sensitizer	1	NO
OLFM4	sensitizer	1	NO
ONECUT3	sensitizer	1	NO
OPA1	sensitizer	1	NO
OPRK1	sensitizer	1	NO
OR13C2	sensitizer	1	NO
OR2A14	sensitizer	1	NO
OR2B2	sensitizer	1	NO
OR2C1	sensitizer	1	NO
OR2L2	sensitizer	1	NO
OR4C12	sensitizer	1	NO
OR4F3	sensitizer	1	NO
OR51L1	sensitizer	1	NO
OR5AN1	sensitizer	1	NO
OR5B3	sensitizer	1	NO
OR6K3	sensitizer	1	NO
OR6Y1	sensitizer	1	NO
ORAI3	sensitizer	1	NO
ORC5	sensitizer	1	NO
OSBPL11	sensitizer	1	NO
OSGEP	sensitizer	1	NO
OSGEPL1	sensitizer	1	NO
OSR2	sensitizer	1	NO
OTOP3	sensitizer	1	NO
OTUB2	sensitizer	1	NO
OTULIN	sensitizer	1	NO
OTX1	sensitizer	1	NO
OVCH1	sensitizer	1	NO
OVOL1	sensitizer	1	NO
OXA1L	sensitizer	1	NO
OXR1	sensitizer	1	NO
P2RX4	sensitizer	1	NO
P2RX5	sensitizer	1	NO
P2RX6	sensitizer	1	NO
P4HA3	sensitizer	1	NO
P4HB	sensitizer	1	NO
PADI4	sensitizer	1	NO
PAF1	sensitizer	1	NO
PAGR1	sensitizer	1	NO
PAM16	sensitizer	1	NO
PAOX	sensitizer	1	NO
PAPD4	sensitizer	1	NO
PAPD7	sensitizer	1	NO
PARD6B	sensitizer	1	NO
PARN	sensitizer	1	NO
PARP8	sensitizer	1	NO
PARP9	sensitizer	1	NO
PAX5	sensitizer	1	NO
PAX8	sensitizer	1	NO
PCDH11X	sensitizer	1	NO
PCDHA12	sensitizer	1	NO
PCDHGA1	sensitizer	1	NO
PCGF1	sensitizer	1	NO
PCGF6	sensitizer	1	NO
PCSK9	sensitizer	1	NO
PCYOX1L	sensitizer	1	NO
PCYT1A	sensitizer	1	NO
PDAP1	sensitizer	1	NO
PDCL2	sensitizer	1	NO
PDE12	sensitizer	1	NO
PDE1A	sensitizer	1	NO
PDE4B	sensitizer	1	NO
PDE4C	sensitizer	1	NO
PDHX	sensitizer	1	NO
PDK2	sensitizer	1	NO
PDS5B	sensitizer	1	NO
PDSS1	sensitizer	1	NO
PDSS2	sensitizer	1	NO
PDXK	sensitizer	1	NO
PEG3	sensitizer	1	NO
PELI1	sensitizer	1	NO
PELO	sensitizer	1	NO
PET112	sensitizer	1	NO
PEX1	sensitizer	1	NO
PEX10	sensitizer	1	NO
PEX13	sensitizer	1	NO
PEX2	sensitizer	1	NO
PEX26	sensitizer	1	NO
PEX5	sensitizer	1	NO
PEX7	sensitizer	1	NO
PFAS	sensitizer	1	NO
PFDN5	sensitizer	1	NO
PFN1	sensitizer	1	NO
PGAM1	sensitizer	1	NO
PGGT1B	sensitizer	1	NO
PGLYRP4	sensitizer	1	NO
PGM2L1	sensitizer	1	NO
PGP	sensitizer	1	NO
PHB	sensitizer	1	NO
PHF10	sensitizer	1	NO
PHF11	sensitizer	1	NO
PHF13	sensitizer	1	NO
PHF20L1	sensitizer	1	NO
PHF3	sensitizer	1	NO
PIANP	sensitizer	1	NO
PIAS1	sensitizer	1	NO
PIEZO1	sensitizer	1	NO
PIGN	sensitizer	1	NO
PIGQ	sensitizer	1	NO
PIGZ	sensitizer	1	NO
PIH1D1	sensitizer	1	NO
PIK3R1	sensitizer	1	NO
PIP5K1C	sensitizer	1	NO
PISD	sensitizer	1	NO
PITPNB	sensitizer	1	NO
PITX2	sensitizer	1	NO
PKMYT1	sensitizer	1	NO
PLA2G4F	sensitizer	1	NO
PLAA	sensitizer	1	NO
PLAUR	sensitizer	1	NO
PLCD1	sensitizer	1	NO
PLD4	sensitizer	1	NO
PLD5	sensitizer	1	NO
PLEKHF2	sensitizer	1	NO
PLEKHG2	sensitizer	1	NO
PLEKHG5	sensitizer	1	NO
PLEKHM3	sensitizer	1	NO
PLN	sensitizer	1	NO
PMEL	sensitizer	1	NO
PMF1	sensitizer	1	NO
PMF1-BGLAP	sensitizer	1	NO
PNKP	sensitizer	1	NO
PNLIPRP1	sensitizer	1	NO
PNPO	sensitizer	1	NO
POC1B	sensitizer	1	NO
POLD3	sensitizer	1	NO
POLE	sensitizer	1	NO
POLE4	sensitizer	1	NO
POLG	sensitizer	1	NO
POLG2	sensitizer	1	NO
POLR1A	sensitizer	1	NO
POLR2C	sensitizer	1	NO
POLR2F	sensitizer	1	NO
POLR2I	sensitizer	1	NO
POLR2J	sensitizer	1	NO
POLR2L	sensitizer	1	NO
POLR3B	sensitizer	1	NO
POLR3GL	sensitizer	1	NO
POLR3H	sensitizer	1	NO
POLRMT	sensitizer	1	NO
POM121C	sensitizer	1	NO
POMP	sensitizer	1	NO
PON2	sensitizer	1	NO
POP7	sensitizer	1	NO
POU2F1	sensitizer	1	NO
POU3F1	sensitizer	1	NO
PPARA	sensitizer	1	NO
PPAT	sensitizer	1	NO
PPIE	sensitizer	1	NO
PPIH	sensitizer	1	NO
PPIL1	sensitizer	1	NO
PPIL4	sensitizer	1	NO
PPM1F	sensitizer	1	NO
PPM1G	sensitizer	1	NO
PPME1	sensitizer	1	NO
PPOX	sensitizer	1	NO
PPP1CC	sensitizer	1	NO
PPP1R15B	sensitizer	1	NO
PPP1R18	sensitizer	1	NO
PPP1R1C	sensitizer	1	NO
PPP2CA	sensitizer	1	NO
PPP2R3C	sensitizer	1	NO
PPRC1	sensitizer	1	NO
PQBP1	sensitizer	1	NO
PRC1	sensitizer	1	NO
PRDM10	sensitizer	1	NO
PRDM2	sensitizer	1	NO
PRDX3	sensitizer	1	NO
PRDX6	sensitizer	1	NO
PREP	sensitizer	1	NO
PRH1	sensitizer	1	NO
PRICKLE1	sensitizer	1	NO
PRKAA1	sensitizer	1	NO
PRKAB1	sensitizer	1	NO
PRKACB	sensitizer	1	NO
PRKAG1	sensitizer	1	NO
PRKAR1B	sensitizer	1	NO
PRKCD	sensitizer	1	NO
PRKCQ	sensitizer	1	NO
PRKDC	sensitizer	1	NO
PRKRIR	sensitizer	1	NO
PRMT2	sensitizer	1	NO
PRMT5	sensitizer	1	NO
PROCA1	sensitizer	1	NO
PRPF3	sensitizer	1	NO
PRPF4	sensitizer	1	NO
PRPF40A	sensitizer	1	NO
PRPF40B	sensitizer	1	NO
PRPF4B	sensitizer	1	NO
PRPF8	sensitizer	1	NO
PRRC2A	sensitizer	1	NO
PRRC2B	sensitizer	1	NO
PRSS58	sensitizer	1	NO
PSEN1	sensitizer	1	NO
PSIP1	sensitizer	1	NO
PSMA7	sensitizer	1	NO
PSMB1	sensitizer	1	NO
PSMB10	sensitizer	1	NO
PSMB4	sensitizer	1	NO
PSMB5	sensitizer	1	NO
PSMB9	sensitizer	1	NO
PSMD1	sensitizer	1	NO
PSMD2	sensitizer	1	NO
PSMD4	sensitizer	1	NO
PSMD6	sensitizer	1	NO
PSME2	sensitizer	1	NO
PSMG3	sensitizer	1	NO
PSMG4	sensitizer	1	NO
PSTPIP2	sensitizer	1	NO
PTBP1	sensitizer	1	NO
PTCRA	sensitizer	1	NO
PTDSS1	sensitizer	1	NO
PTGER4	sensitizer	1	NO
PTGES3	sensitizer	1	NO
PTGR1	sensitizer	1	NO
PTMA	sensitizer	1	NO
PTPDC1	sensitizer	1	NO
PTPN13	sensitizer	1	NO
PTPN23	sensitizer	1	NO
PTPRC	sensitizer	1	NO
PTPRJ	sensitizer	1	NO
PTTG1IP	sensitizer	1	NO
PUS3	sensitizer	1	NO
PUS7L	sensitizer	1	NO
PWP2	sensitizer	1	NO
PXN	sensitizer	1	NO
PYCR1	sensitizer	1	NO
PYROXD1	sensitizer	1	NO
QKI	sensitizer	1	NO
QRSL1	sensitizer	1	NO
RAB13	sensitizer	1	NO
RAB1A	sensitizer	1	NO
RAB25	sensitizer	1	NO
RAB2A	sensitizer	1	NO
RAB35	sensitizer	1	NO
RAB43	sensitizer	1	NO
RABEPK	sensitizer	1	NO
RABGAP1L	sensitizer	1	NO
RABGGTA	sensitizer	1	NO
RABIF	sensitizer	1	NO
RAD1	sensitizer	1	NO
RAD21	sensitizer	1	NO
RAD50	sensitizer	1	NO
RAD51AP2	sensitizer	1	NO
RAD51D	sensitizer	1	NO
RAD54L2	sensitizer	1	NO
RAD9A	sensitizer	1	NO
RAE1	sensitizer	1	NO
RALGDS	sensitizer	1	NO
RAN	sensitizer	1	NO
RANBP3	sensitizer	1	NO
RAP1GAP	sensitizer	1	NO
RARS2	sensitizer	1	NO
RASA2	sensitizer	1	NO
RASD2	sensitizer	1	NO
RASSF3	sensitizer	1	NO
RB1	sensitizer	1	NO
RBBP6	sensitizer	1	NO
RBBP8	sensitizer	1	NO
RBFOX2	sensitizer	1	NO
RBM12	sensitizer	1	NO
RBM14	sensitizer	1	NO
RBM14-RBM4	sensitizer	1	NO
RBM24	sensitizer	1	NO
RBM26	sensitizer	1	NO
RBM27	sensitizer	1	NO
RBM28	sensitizer	1	NO
RBM42	sensitizer	1	NO
RBM47	sensitizer	1	NO
RBM5	sensitizer	1	NO
RBMX	sensitizer	1	NO
RBMXL2	sensitizer	1	NO
RBPJ	sensitizer	1	NO
RBPMS2	sensitizer	1	NO
RBSN	sensitizer	1	NO
RCAN2	sensitizer	1	NO
RCC1	sensitizer	1	NO
RCOR1	sensitizer	1	NO
RCOR2	sensitizer	1	NO
REC8	sensitizer	1	NO
REEP4	sensitizer	1	NO
REPS1	sensitizer	1	NO
REV3L	sensitizer	1	NO
REXO1	sensitizer	1	NO
REXO2	sensitizer	1	NO
RFC2	sensitizer	1	NO
RFC4	sensitizer	1	NO
RFC5	sensitizer	1	NO
RFNG	sensitizer	1	NO
RFWD3	sensitizer	1	NO
RFX6	sensitizer	1	NO
RFXAP	sensitizer	1	NO
RGMB	sensitizer	1	NO
RGS19	sensitizer	1	NO
RHBDL2	sensitizer	1	NO
RHCG	sensitizer	1	NO
RHOA	sensitizer	1	NO
RHOH	sensitizer	1	NO
RIC1	sensitizer	1	NO
RIC8B	sensitizer	1	NO
RIIAD1	sensitizer	1	NO
RIMKLB	sensitizer	1	NO
RINT1	sensitizer	1	NO
RIOK1	sensitizer	1	NO
RIOK3	sensitizer	1	NO
RLIM	sensitizer	1	NO
RLTPR	sensitizer	1	NO
RMI2	sensitizer	1	NO
RNASE12	sensitizer	1	NO
RNASEH2B	sensitizer	1	NO
RND2	sensitizer	1	NO
RNF114	sensitizer	1	NO
RNF146	sensitizer	1	NO
RNF165	sensitizer	1	NO
RNF186	sensitizer	1	NO
RNF208	sensitizer	1	NO
RNF213	sensitizer	1	NO
RNF214	sensitizer	1	NO
RNF225	sensitizer	1	NO
RNF38	sensitizer	1	NO
RNF43	sensitizer	1	NO
RNGTT	sensitizer	1	NO
RNLS	sensitizer	1	NO
RNMTL1	sensitizer	1	NO
ROCK2	sensitizer	1	NO
ROPN1	sensitizer	1	NO
RPE	sensitizer	1	NO
RPIA	sensitizer	1	NO
RPL15	sensitizer	1	NO
RPL24	sensitizer	1	NO
RPL37	sensitizer	1	NO
RPL6	sensitizer	1	NO
RPL8	sensitizer	1	NO
RPLP1	sensitizer	1	NO
RPN2	sensitizer	1	NO
RPP14	sensitizer	1	NO
RPP21	sensitizer	1	NO
RPRD1B	sensitizer	1	NO
RPS12	sensitizer	1	NO
RPS15	sensitizer	1	NO
RPS2	sensitizer	1	NO
RPS24	sensitizer	1	NO
RPS25	sensitizer	1	NO
RPS26	sensitizer	1	NO
RPS27A	sensitizer	1	NO
RPS6KA3	sensitizer	1	NO
RPSA	sensitizer	1	NO
RPUSD2	sensitizer	1	NO
RQCD1	sensitizer	1	NO
RRAGA	sensitizer	1	NO
RRN3	sensitizer	1	NO
RRP1B	sensitizer	1	NO
RRP8	sensitizer	1	NO
RRS1	sensitizer	1	NO
RSPH1	sensitizer	1	NO
RTCB	sensitizer	1	NO
RTEL1	sensitizer	1	NO
RTP2	sensitizer	1	NO
RTP4	sensitizer	1	NO
RUVBL1	sensitizer	1	NO
RWDD1	sensitizer	1	NO
RXRA	sensitizer	1	NO
RXRG	sensitizer	1	NO
RYBP	sensitizer	1	NO
S1PR2	sensitizer	1	NO
SACM1L	sensitizer	1	NO
SAMD4A	sensitizer	1	NO
SAMD4B	sensitizer	1	NO
SAMD9L	sensitizer	1	NO
SAMM50	sensitizer	1	NO
SARS2	sensitizer	1	NO
SATB1	sensitizer	1	NO
SATB2	sensitizer	1	NO
SBNO2	sensitizer	1	NO
SBSN	sensitizer	1	NO
SCARB2	sensitizer	1	NO
SCML4	sensitizer	1	NO
SCO2	sensitizer	1	NO
SCP2D1	sensitizer	1	NO
SCRN1	sensitizer	1	NO
SCYL1	sensitizer	1	NO
SDC2	sensitizer	1	NO
SDHAF1	sensitizer	1	NO
SDHB	sensitizer	1	NO
SDHD	sensitizer	1	NO
SDK1	sensitizer	1	NO
SEC23B	sensitizer	1	NO
SEC31A	sensitizer	1	NO
SEC62	sensitizer	1	NO
SEH1L	sensitizer	1	NO
SEMA3E	sensitizer	1	NO
SENP1	sensitizer	1	NO
SEPN1	sensitizer	1	NO
SEPTIN9	sensitizer	1	NO
SERBP1	sensitizer	1	NO
SERF2	sensitizer	1	NO
SERP1	sensitizer	1	NO
SERPINB1	sensitizer	1	NO
SERPING1	sensitizer	1	NO
SETD4	sensitizer	1	NO
SETD5	sensitizer	1	NO
SF1	sensitizer	1	NO
SF3A1	sensitizer	1	NO
SF3B1	sensitizer	1	NO
SF3B3	sensitizer	1	NO
SFMBT2	sensitizer	1	NO
SFN	sensitizer	1	NO
SGCB	sensitizer	1	NO
SGOL1	sensitizer	1	NO
SH3RF3	sensitizer	1	NO
SH3TC1	sensitizer	1	NO
SHC1	sensitizer	1	NO
SHD	sensitizer	1	NO
SHE	sensitizer	1	NO
SHQ1	sensitizer	1	NO
SHROOM3	sensitizer	1	NO
SIL1	sensitizer	1	NO
SIN3B	sensitizer	1	NO
SIRT6	sensitizer	1	NO
SIX4	sensitizer	1	NO
SKA1	sensitizer	1	NO
SKA2	sensitizer	1	NO
SKIV2L	sensitizer	1	NO
SKP2	sensitizer	1	NO
SLA	sensitizer	1	NO
SLC10A7	sensitizer	1	NO
SLC12A2	sensitizer	1	NO
SLC12A6	sensitizer	1	NO
SLC15A3	sensitizer	1	NO
SLC17A5	sensitizer	1	NO
SLC19A2	sensitizer	1	NO
SLC22A14	sensitizer	1	NO
SLC25A1	sensitizer	1	NO
SLC25A19	sensitizer	1	NO
SLC25A22	sensitizer	1	NO
SLC25A23	sensitizer	1	NO
SLC25A3	sensitizer	1	NO
SLC25A32	sensitizer	1	NO
SLC25A39	sensitizer	1	NO
SLC25A51	sensitizer	1	NO
SLC26A2	sensitizer	1	NO
SLC2A8	sensitizer	1	NO
SLC35A2	sensitizer	1	NO
SLC35B2	sensitizer	1	NO
SLC35F3	sensitizer	1	NO
SLC38A2	sensitizer	1	NO
SLC39A1	sensitizer	1	NO
SLC41A3	sensitizer	1	NO
SLC44A3	sensitizer	1	NO
SLC4A10	sensitizer	1	NO
SLC4A1AP	sensitizer	1	NO
SLC4A2	sensitizer	1	NO
SLC52A3	sensitizer	1	NO
SLC6A20	sensitizer	1	NO
SLC7A1	sensitizer	1	NO
SLC7A11	sensitizer	1	NO
SLC7A13	sensitizer	1	NO
SLC7A6	sensitizer	1	NO
SLC9A1	sensitizer	1	NO
SLCO2B1	sensitizer	1	NO
SLMO1	sensitizer	1	NO
SMAD4	sensitizer	1	NO
SMAD7	sensitizer	1	NO
SMARCA1	sensitizer	1	NO
SMARCAD1	sensitizer	1	NO
SMC1A	sensitizer	1	NO
SMCR8	sensitizer	1	NO
SMEK1	sensitizer	1	NO
SMG1	sensitizer	1	NO
SMG7	sensitizer	1	NO
SMIM13	sensitizer	1	NO
SMIM23	sensitizer	1	NO
SMIM4	sensitizer	1	NO
SMOX	sensitizer	1	NO
SMYD3	sensitizer	1	NO
SNAPC3	sensitizer	1	NO
SNAPIN	sensitizer	1	NO
SNRNP200	sensitizer	1	NO
SNRNP70	sensitizer	1	NO
SNRPA1	sensitizer	1	NO
SNRPB	sensitizer	1	NO
SNRPC	sensitizer	1	NO
SNRPE	sensitizer	1	NO
SNRPF	sensitizer	1	NO
SNUPN	sensitizer	1	NO
SNX27	sensitizer	1	NO
SNX4	sensitizer	1	NO
SOCS2	sensitizer	1	NO
SOD1	sensitizer	1	NO
SOD2	sensitizer	1	NO
SOST	sensitizer	1	NO
SOX11	sensitizer	1	NO
SOX17	sensitizer	1	NO
SOX4	sensitizer	1	NO
SOX6	sensitizer	1	NO
SP1	sensitizer	1	NO
SP110	sensitizer	1	NO
SPAG7	sensitizer	1	NO
SPATA2	sensitizer	1	NO
SPATA5	sensitizer	1	NO
SPCS3	sensitizer	1	NO
SPEG	sensitizer	1	NO
SPEN	sensitizer	1	NO
SPNS1	sensitizer	1	NO
SPNS2	sensitizer	1	NO
SPOCK3	sensitizer	1	NO
SPSB1	sensitizer	1	NO
SPTBN1	sensitizer	1	NO
SRGAP2	sensitizer	1	NO
SRGN	sensitizer	1	NO
SRP54	sensitizer	1	NO
SRP9	sensitizer	1	NO
SRPR	sensitizer	1	NO
SRSF1	sensitizer	1	NO
SRSF10	sensitizer	1	NO
SRSF11	sensitizer	1	NO
SRSF7	sensitizer	1	NO
SSBP1	sensitizer	1	NO
SSU72	sensitizer	1	NO
SSX7	sensitizer	1	NO
ST3GAL2	sensitizer	1	NO
ST8SIA4	sensitizer	1	NO
STAM	sensitizer	1	NO
STAMBP	sensitizer	1	NO
STAP1	sensitizer	1	NO
STAT6	sensitizer	1	NO
STAU1	sensitizer	1	NO
STEAP2	sensitizer	1	NO
STIP1	sensitizer	1	NO
STK38L	sensitizer	1	NO
STK40	sensitizer	1	NO
STPG1	sensitizer	1	NO
STRA13	sensitizer	1	NO
STRA6	sensitizer	1	NO
STRADA	sensitizer	1	NO
STRIP1	sensitizer	1	NO
STRN3	sensitizer	1	NO
STRN4	sensitizer	1	NO
STT3A	sensitizer	1	NO
STT3B	sensitizer	1	NO
STX17	sensitizer	1	NO
SULT2B1	sensitizer	1	NO
SUN5	sensitizer	1	NO
SUPT16H	sensitizer	1	NO
SUPT20H	sensitizer	1	NO
SUPT4H1	sensitizer	1	NO
SUPT5H	sensitizer	1	NO
SURF4	sensitizer	1	NO
SUSD1	sensitizer	1	NO
SYAP1	sensitizer	1	NO
SYBU	sensitizer	1	NO
SYMPK	sensitizer	1	NO
SYNPO	sensitizer	1	NO
SZT2	sensitizer	1	NO
TAAR2	sensitizer	1	NO
TAAR3	sensitizer	1	NO
TAAR6	sensitizer	1	NO
TACC3	sensitizer	1	NO
TACO1	sensitizer	1	NO
TADA2A	sensitizer	1	NO
TADA3	sensitizer	1	NO
TAF10	sensitizer	1	NO
TAF1A	sensitizer	1	NO
